"","Bat1","Runs","BF","SR","4s","6s","Opposition","Ground","Start Date","Match_ID","Batsman","Player_ID"
"8851","6","6","6","100.00","1","0","v South Africa","East London","22 Oct 2017","ODI # 3929","Liton Das",536936
"8852","0","0","4","0.00","0","0","v Sri Lanka","Dubai (DSC)","15 Sep 2018","ODI # 4036","Liton Das",536936
"8853","6","6","14","42.85","0","0","v Afghanistan","Abu Dhabi","20 Sep 2018","ODI # 4041","Liton Das",536936
"8854","7","7","16","43.75","1","0","v India","Dubai (DSC)","21 Sep 2018","ODI # 4042","Liton Das",536936
"8855","41","41","43","95.34","3","0","v Afghanistan","Abu Dhabi","23 Sep 2018","ODI # 4045","Liton Das",536936
"8856","6","6","16","37.50","0","0","v Pakistan","Abu Dhabi","26 Sep 2018","ODI # 4047","Liton Das",536936
"8857","121","121","117","103.41","12","2","v India","Dubai (DSC)","28 Sep 2018","ODI # 4048","Liton Das",536936
"8858","4","4","14","28.57","0","0","v Zimbabwe","Dhaka","21 Oct 2018","ODI # 4057","Liton Das",536936
"8859","83","83","77","107.79","12","1","v Zimbabwe","Chattogram","24 Oct 2018","ODI # 4060","Liton Das",536936
"8860","0","0","1","0.00","0","0","v Zimbabwe","Chattogram","26 Oct 2018","ODI # 4061","Liton Das",536936
"8861","41","41","57","71.92","5","0","v West Indies","Dhaka","9 Dec 2018","ODI # 4071","Liton Das",536936
"8862","8","8","14","57.14","1","0","v West Indies","Dhaka","11 Dec 2018","ODI # 4072","Liton Das",536936
"8863","23","23","33","69.69","5","0","v West Indies","Sylhet","14 Dec 2018","ODI # 4073","Liton Das",536936
"8864","1","1","8","12.50","0","0","v New Zealand","Napier","13 Feb 2019","ODI # 4093","Liton Das",536936
"8865","1","1","4","25.00","0","0","v New Zealand","Christchurch","16 Feb 2019","ODI # 4094","Liton Das",536936
"8866","1","1","4","25.00","0","0","v New Zealand","Dunedin","20 Feb 2019","ODI # 4095","Liton Das",536936
"8867","76","76","67","113.43","9","1","v Ireland","Dublin","15 May 2019","ODI # 4136","Liton Das",536936
"8868","5","5","8","62.50","0","0","v Zimbabwe","Harare","9 Feb 2007","ODI # 2516","Tamim Iqbal",56194
"8869","30","30","32","93.75","3","2","v Zimbabwe","Harare","10 Feb 2007","ODI # 2518","Tamim Iqbal",56194
"8870","11","11","19","57.89","1","0","v Bermuda","St John's","25 Feb 2007","ODI # 2528","Tamim Iqbal",56194
"8871","11","11","29","37.93","2","0","v Canada","St John's","28 Feb 2007","ODI # 2530","Tamim Iqbal",56194
"8872","51","51","53","96.22","7","2","v India","Port of Spain","17 Mar 2007","ODI # 2538","Tamim Iqbal",56194
"8873","6","6","7","85.71","1","0","v Sri Lanka","Port of Spain","21 Mar 2007","ODI # 2546","Tamim Iqbal",56194
"8874","1","1","2","50.00","0","0","v Bermuda","Port of Spain","25 Mar 2007","ODI # 2554","Tamim Iqbal",56194
"8875","3","3","14","21.42","0","0","v Australia","North Sound","31 Mar 2007","ODI # 2559","Tamim Iqbal",56194
"8876","29","29","54","53.70","4","0","v New Zealand","North Sound","2 Apr 2007","ODI # 2561","Tamim Iqbal",56194
"8877","38","38","59","64.40","6","0","v South Africa","Providence","7 Apr 2007","ODI # 2564","Tamim Iqbal",56194
"8878","8","8","7","114.28","2","0","v England","Bridgetown","11 Apr 2007","ODI # 2568","Tamim Iqbal",56194
"8879","29","29","59","49.15","4","0","v Ireland","Bridgetown","15 Apr 2007","ODI # 2572","Tamim Iqbal",56194
"8880","7","7","20","35.00","1","0","v West Indies","Bridgetown","19 Apr 2007","ODI # 2576","Tamim Iqbal",56194
"8881","45","45","53","84.90","6","0","v India","Dhaka","10 May 2007","ODI # 2582","Tamim Iqbal",56194
"8882","7","7","12","58.33","1","0","v India","Dhaka","12 May 2007","ODI # 2583","Tamim Iqbal",56194
"8883","11","11","39","28.20","1","0","v Sri Lanka","Colombo (PSS)","20 Jul 2007","ODI # 2605","Tamim Iqbal",56194
"8884","3","3","17","17.64","0","0","v Sri Lanka","Colombo (RPS)","23 Jul 2007","ODI # 2606","Tamim Iqbal",56194
"8885","54","54","73","73.97","3","1","v Sri Lanka","Colombo (RPS)","25 Jul 2007","ODI # 2607","Tamim Iqbal",56194
"8886","50","50","66","75.75","4","2","v New Zealand","Auckland","26 Dec 2007","ODI # 2658","Tamim Iqbal",56194
"8887","43","43","49","87.75","6","1","v New Zealand","Napier","28 Dec 2007","ODI # 2659","Tamim Iqbal",56194
"8888","13","13","56","23.21","0","0","v New Zealand","Queenstown","31 Dec 2007","ODI # 2660","Tamim Iqbal",56194
"8889","82","82","98","83.67","9","1","v South Africa","Chattogram","9 Mar 2008","ODI # 2690","Tamim Iqbal",56194
"8890","0","0","3","0.00","0","0","v South Africa","Dhaka","12 Mar 2008","ODI # 2691","Tamim Iqbal",56194
"8891","8","8","31","25.80","1","0","v South Africa","Dhaka","14 Mar 2008","ODI # 2692","Tamim Iqbal",56194
"8892","13","13","18","72.22","2","0","v Ireland","Dhaka","18 Mar 2008","ODI # 2693","Tamim Iqbal",56194
"8893","46","46","84","54.76","4","1","v Ireland","Dhaka","20 Mar 2008","ODI # 2694","Tamim Iqbal",56194
"8894","129","129","136","94.85","15","1","v Ireland","Dhaka","22 Mar 2008","ODI # 2695","Tamim Iqbal",56194
"8895","5","5","5","100.00","1","0","v Pakistan","Lahore","8 Apr 2008","ODI # 2696","Tamim Iqbal",56194
"8896","60","60","78","76.92","10","0","v Pakistan","Faisalabad","11 Apr 2008","ODI # 2698","Tamim Iqbal",56194
"8897","63","63","69","91.30","8","0","v Pakistan","Lahore","13 Apr 2008","ODI # 2700","Tamim Iqbal",56194
"8898","10","10","12","83.33","1","0","v Pakistan","Multan","16 Apr 2008","ODI # 2702","Tamim Iqbal",56194
"8899","9","9","14","64.28","1","0","v Pakistan","Karachi","19 Apr 2008","ODI # 2703","Tamim Iqbal",56194
"8900","29","29","38","76.31","4","0","v Pakistan","Dhaka","8 Jun 2008","ODI # 2704","Tamim Iqbal",56194
"8901","0","0","5","0.00","0","0","v India","Dhaka","12 Jun 2008","ODI # 2706","Tamim Iqbal",56194
"8902","40","40","66","60.60","2","0","v U.A.E.","Lahore","24 Jun 2008","ODI # 2711","Tamim Iqbal",56194
"8903","28","28","40","70.00","4","0","v Sri Lanka","Lahore","25 Jun 2008","ODI # 2715","Tamim Iqbal",56194
"8904","55","55","67","82.08","7","0","v India","Karachi","28 Jun 2008","ODI # 2721","Tamim Iqbal",56194
"8905","8","8","15","53.33","1","0","v Sri Lanka","Karachi","30 Jun 2008","ODI # 2726","Tamim Iqbal",56194
"8906","26","26","41","63.41","3","0","v Pakistan","Karachi","4 Jul 2008","ODI # 2733","Tamim Iqbal",56194
"8907","21","21","31","67.74","3","0","v Australia","Darwin","30 Aug 2008","ODI # 2758","Tamim Iqbal",56194
"8908","0","0","1","0.00","0","0","v Australia","Darwin","3 Sep 2008","ODI # 2760","Tamim Iqbal",56194
"8909","63","63","69","91.30","5","1","v Australia","Darwin","6 Sep 2008","ODI # 2762","Tamim Iqbal",56194
"8910","12","12","12","100.00","2","0","v New Zealand","Dhaka","9 Oct 2008","ODI # 2763","Tamim Iqbal",56194
"8911","0","0","2","0.00","0","0","v New Zealand","Dhaka","11 Oct 2008","ODI # 2764","Tamim Iqbal",56194
"8912","35","35","39","89.74","5","0","v New Zealand","Chattogram","14 Oct 2008","ODI # 2765","Tamim Iqbal",56194
"8913","24","24","39","61.53","4","0","v South Africa","Potchefstroom","7 Nov 2008","ODI # 2771","Tamim Iqbal",56194
"8914","41","41","22","186.36","7","1","v South Africa","Benoni","9 Nov 2008","ODI # 2772","Tamim Iqbal",56194
"8915","13","13","40","32.50","2","0","v Zimbabwe","Dhaka","10 Jan 2009","ODI # 2790","Tamim Iqbal",56194
"8916","9","9","13","69.23","2","0","v Sri Lanka","Dhaka","14 Jan 2009","ODI # 2793","Tamim Iqbal",56194
"8917","18","18","42","42.85","4","0","v Sri Lanka","Dhaka","16 Jan 2009","ODI # 2794","Tamim Iqbal",56194
"8918","13","13","54","24.07","2","0","v Zimbabwe","Dhaka","19 Jan 2009","ODI # 2797","Tamim Iqbal",56194
"8919","21","21","27","77.77","3","0","v Zimbabwe","Dhaka","21 Jan 2009","ODI # 2799","Tamim Iqbal",56194
"8920","34","34","49","69.38","5","0","v Zimbabwe","Dhaka","23 Jan 2009","ODI # 2801","Tamim Iqbal",56194
"8921","0","0","1","0.00","0","0","v West Indies","Roseau","26 Jul 2009","ODI # 2862","Tamim Iqbal",56194
"8922","29","29","41","70.73","3","0","v West Indies","Roseau","28 Jul 2009","ODI # 2863","Tamim Iqbal",56194
"8923","30","30","27","111.11","5","1","v West Indies","Basseterre","31 Jul 2009","ODI # 2865","Tamim Iqbal",56194
"8924","63","63","68","92.64","7","0","v Zimbabwe","Bulawayo","9 Aug 2009","ODI # 2869","Tamim Iqbal",56194
"8925","79","79","105","75.23","5","1","v Zimbabwe","Bulawayo","11 Aug 2009","ODI # 2871","Tamim Iqbal",56194
"8926","0","0","1","0.00","0","0","v Zimbabwe","Bulawayo","14 Aug 2009","ODI # 2872","Tamim Iqbal",56194
"8927","154","154","138","111.59","7","6","v Zimbabwe","Bulawayo","16 Aug 2009","ODI # 2873","Tamim Iqbal",56194
"8928","4","4","23","17.39","0","0","v Zimbabwe","Bulawayo","18 Aug 2009","ODI # 2874","Tamim Iqbal",56194
"8929","5","5","11","45.45","1","0","v Zimbabwe","Dhaka","27 Oct 2009","ODI # 2914","Tamim Iqbal",56194
"8930","26","26","19","136.84","2","1","v Zimbabwe","Dhaka","29 Oct 2009","ODI # 2916","Tamim Iqbal",56194
"8931","80","80","72","111.11","10","2","v Zimbabwe","Dhaka","31 Oct 2009","ODI # 2917","Tamim Iqbal",56194
"8932","22","22","26","84.61","3","0","v Zimbabwe","Chattogram","3 Nov 2009","ODI # 2920","Tamim Iqbal",56194
"8933","2","2","5","40.00","0","0","v Zimbabwe","Chattogram","5 Nov 2009","ODI # 2922","Tamim Iqbal",56194
"8934","40","40","46","86.95","5","0","v Sri Lanka","Dhaka","4 Jan 2010","ODI # 2937","Tamim Iqbal",56194
"8935","60","60","42","142.85","10","1","v India","Dhaka","7 Jan 2010","ODI # 2939","Tamim Iqbal",56194
"8936","21","21","22","95.45","2","1","v Sri Lanka","Dhaka","8 Jan 2010","ODI # 2940","Tamim Iqbal",56194
"8937","17","17","31","54.83","3","0","v India","Dhaka","11 Jan 2010","ODI # 2942","Tamim Iqbal",56194
"8938","62","62","69","89.85","10","0","v New Zealand","Napier","5 Feb 2010","ODI # 2949","Tamim Iqbal",56194
"8939","1","1","6","16.66","0","0","v New Zealand","Dunedin","8 Feb 2010","ODI # 2951","Tamim Iqbal",56194
"8940","8","8","6","133.33","2","0","v New Zealand","Christchurch","11 Feb 2010","ODI # 2953","Tamim Iqbal",56194
"8941","125","125","120","104.16","13","3","v England","Dhaka","28 Feb 2010","ODI # 2964","Tamim Iqbal",56194
"8942","30","30","25","120.00","4","0","v England","Dhaka","2 Mar 2010","ODI # 2965","Tamim Iqbal",56194
"8943","0","0","3","0.00","0","0","v England","Chattogram","5 Mar 2010","ODI # 2968","Tamim Iqbal",56194
"8944","22","22","12","183.33","2","1","v India","Dambulla","16 Jun 2010","ODI # 2993","Tamim Iqbal",56194
"8945","51","51","53","96.22","5","1","v Sri Lanka","Dambulla","18 Jun 2010","ODI # 2995","Tamim Iqbal",56194
"8946","34","34","27","125.92","6","0","v Pakistan","Dambulla","21 Jun 2010","ODI # 2998","Tamim Iqbal",56194
"8947","28","28","22","127.27","4","0","v England","Nottingham","8 Jul 2010","ODI # 3018","Tamim Iqbal",56194
"8948","18","18","23","78.26","3","0","v England","Bristol","10 Jul 2010","ODI # 3025","Tamim Iqbal",56194
"8949","16","16","15","106.66","3","0","v England","Birmingham","12 Jul 2010","ODI # 3026","Tamim Iqbal",56194
"8950","5","5","7","71.42","0","0","v Ireland","Belfast","15 Jul 2010","ODI # 3027","Tamim Iqbal",56194
"8951","74","74","91","81.31","6","1","v Ireland","Belfast","16 Jul 2010","ODI # 3028","Tamim Iqbal",56194
"8952","2","2","5","40.00","0","0","v Netherlands","Glasgow","20 Jul 2010","ODI # 3029","Tamim Iqbal",56194
"8953","23","23","32","71.87","2","0","v Zimbabwe","Dhaka","1 Dec 2010","ODI # 3071","Tamim Iqbal",56194
"8954","44","44","48","91.66","5","2","v Zimbabwe","Dhaka","3 Dec 2010","ODI # 3073","Tamim Iqbal",56194
"8955","0","0","6","0.00","0","0","v Zimbabwe","Dhaka","6 Dec 2010","ODI # 3075","Tamim Iqbal",56194
"8956","95","95","96","98.95","5","7","v Zimbabwe","Chattogram","12 Dec 2010","ODI # 3078","Tamim Iqbal",56194
"8957","70","70","86","81.39","3","1","v India","Dhaka","19 Feb 2011","ODI # 3100","Tamim Iqbal",56194
"8958","44","44","43","102.32","7","0","v Ireland","Dhaka","25 Feb 2011","ODI # 3108","Tamim Iqbal",56194
"8959","0","0","3","0.00","0","0","v West Indies","Dhaka","4 Mar 2011","ODI # 3118","Tamim Iqbal",56194
"8960","38","38","26","146.15","5","0","v England","Chattogram","11 Mar 2011","ODI # 3127","Tamim Iqbal",56194
"8961","0","0","4","0.00","0","0","v Netherlands","Chattogram","14 Mar 2011","ODI # 3131","Tamim Iqbal",56194
"8962","5","5","14","35.71","1","0","v South Africa","Dhaka","19 Mar 2011","ODI # 3138","Tamim Iqbal",56194
"8963","62","62","89","69.66","4","1","v Australia","Dhaka","9 Apr 2011","ODI # 3149","Tamim Iqbal",56194
"8964","5","5","7","71.42","1","0","v Australia","Dhaka","11 Apr 2011","ODI # 3150","Tamim Iqbal",56194
"8965","32","32","17","188.23","6","1","v Australia","Dhaka","13 Apr 2011","ODI # 3151","Tamim Iqbal",56194
"8966","4","4","18","22.22","0","0","v Zimbabwe","Harare","12 Aug 2011","ODI # 3176","Tamim Iqbal",56194
"8967","3","3","6","50.00","0","0","v Zimbabwe","Harare","14 Aug 2011","ODI # 3177","Tamim Iqbal",56194
"8968","44","44","62","70.96","2","0","v Zimbabwe","Harare","16 Aug 2011","ODI # 3179","Tamim Iqbal",56194
"8969","61","61","53","115.09","9","0","v Zimbabwe","Bulawayo","19 Aug 2011","ODI # 3181","Tamim Iqbal",56194
"8970","45","45","65","69.23","5","0","v Zimbabwe","Bulawayo","21 Aug 2011","ODI # 3183","Tamim Iqbal",56194
"8971","21","21","38","55.26","2","0","v West Indies","Dhaka","13 Oct 2011","ODI # 3198","Tamim Iqbal",56194
"8972","1","1","2","50.00","0","0","v West Indies","Dhaka","15 Oct 2011","ODI # 3200","Tamim Iqbal",56194
"8973","36*","36","62","58.06","3","0","v West Indies","Chattogram","18 Oct 2011","ODI # 3202","Tamim Iqbal",56194
"8974","0","0","4","0.00","0","0","v Pakistan","Dhaka","1 Dec 2011","ODI # 3218","Tamim Iqbal",56194
"8975","4","4","9","44.44","0","0","v Pakistan","Dhaka","3 Dec 2011","ODI # 3220","Tamim Iqbal",56194
"8976","0","0","1","0.00","0","0","v Pakistan","Chattogram","6 Dec 2011","ODI # 3222","Tamim Iqbal",56194
"8977","64","64","89","71.91","6","1","v Pakistan","Dhaka","11 Mar 2012","ODI # 3258","Tamim Iqbal",56194
"8978","70","70","99","70.70","6","0","v India","Dhaka","16 Mar 2012","ODI # 3261","Tamim Iqbal",56194
"8979","59","59","57","103.50","9","0","v Sri Lanka","Dhaka","20 Mar 2012","ODI # 3265","Tamim Iqbal",56194
"8980","60","60","68","88.23","8","0","v Pakistan","Dhaka","22 Mar 2012","ODI # 3267","Tamim Iqbal",56194
"8981","58","58","51","113.72","8","2","v West Indies","Khulna","30 Nov 2012","ODI # 3309","Tamim Iqbal",56194
"8982","5","5","10","50.00","1","0","v West Indies","Khulna","2 Dec 2012","ODI # 3310","Tamim Iqbal",56194
"8983","22","22","30","73.33","3","0","v West Indies","Dhaka","5 Dec 2012","ODI # 3311","Tamim Iqbal",56194
"8984","1","1","7","14.28","0","0","v West Indies","Dhaka","7 Dec 2012","ODI # 3312","Tamim Iqbal",56194
"8985","8","8","8","100.00","2","0","v West Indies","Dhaka","8 Dec 2012","ODI # 3313","Tamim Iqbal",56194
"8986","112","112","136","82.35","10","1","v Sri Lanka","Hambantota","23 Mar 2013","ODI # 3349","Tamim Iqbal",56194
"8987","27","27","49","55.10","3","0","v Zimbabwe","Bulawayo","3 May 2013","ODI # 3353","Tamim Iqbal",56194
"8988","6","6","14","42.85","1","0","v Zimbabwe","Bulawayo","5 May 2013","ODI # 3354","Tamim Iqbal",56194
"8989","32","32","70","45.71","2","1","v Zimbabwe","Bulawayo","8 May 2013","ODI # 3355","Tamim Iqbal",56194
"8990","5","5","8","62.50","1","0","v New Zealand","Dhaka","29 Oct 2013","ODI # 3423","Tamim Iqbal",56194
"8991","58","58","86","67.44","5","1","v New Zealand","Dhaka","31 Oct 2013","ODI # 3426","Tamim Iqbal",56194
"8992","0","0","11","0.00","0","0","v India","Dhaka","15 Jun 2014","ODI # 3497","Tamim Iqbal",56194
"8993","4","4","2","200.00","1","0","v India","Dhaka","17 Jun 2014","ODI # 3498","Tamim Iqbal",56194
"8994","TDNB","-","-","-","-","-","v India","Dhaka","19 Jun 2014","ODI # 3499","Tamim Iqbal",56194
"8995","26","26","47","55.31","3","0","v West Indies","St George's","20 Aug 2014","ODI # 3509","Tamim Iqbal",56194
"8996","37","37","50","74.00","5","0","v West Indies","St George's","22 Aug 2014","ODI # 3511","Tamim Iqbal",56194
"8997","55","55","62","88.70","9","0","v West Indies","Basseterre","25 Aug 2014","ODI # 3514","Tamim Iqbal",56194
"8998","5","5","15","33.33","1","0","v Zimbabwe","Chattogram","21 Nov 2014","ODI # 3550","Tamim Iqbal",56194
"8999","76","76","98","77.55","7","1","v Zimbabwe","Chattogram","23 Nov 2014","ODI # 3552","Tamim Iqbal",56194
"9000","40","40","63","63.49","2","1","v Zimbabwe","Dhaka","26 Nov 2014","ODI # 3553","Tamim Iqbal",56194
"9001","16","16","34","47.05","2","0","v Zimbabwe","Dhaka","28 Nov 2014","ODI # 3555","Tamim Iqbal",56194
"9002","10","10","15","66.66","2","0","v Zimbabwe","Dhaka","1 Dec 2014","ODI # 3559","Tamim Iqbal",56194
"9003","19","19","42","45.23","2","0","v Afghanistan","Canberra","18 Feb 2015","ODI # 3605","Tamim Iqbal",56194
"9004","0","0","2","0.00","0","0","v Sri Lanka","Melbourne","26 Feb 2015","ODI # 3615","Tamim Iqbal",56194
"9005","95","95","100","95.00","9","1","v Scotland","Nelson","5 Mar 2015","ODI # 3624","Tamim Iqbal",56194
"9006","2","2","7","28.57","0","0","v England","Adelaide","9 Mar 2015","ODI # 3630","Tamim Iqbal",56194
"9007","13","13","27","48.14","2","0","v New Zealand","Hamilton","13 Mar 2015","ODI # 3634","Tamim Iqbal",56194
"9008","25","25","25","100.00","4","0","v India","Melbourne","19 Mar 2015","ODI # 3641","Tamim Iqbal",56194
"9009","132","132","135","97.77","15","3","v Pakistan","Dhaka","17 Apr 2015","ODI # 3647","Tamim Iqbal",56194
"9010","116*","116","116","100.00","17","1","v Pakistan","Dhaka","19 Apr 2015","ODI # 3648","Tamim Iqbal",56194
"9011","64","64","76","84.21","8","1","v Pakistan","Dhaka","22 Apr 2015","ODI # 3649","Tamim Iqbal",56194
"9012","60","60","62","96.77","7","1","v India","Dhaka","18 Jun 2015","ODI # 3658","Tamim Iqbal",56194
"9013","13","13","21","61.90","3","0","v India","Dhaka","21 Jun 2015","ODI # 3660","Tamim Iqbal",56194
"9014","5","5","8","62.50","1","0","v India","Dhaka","24 Jun 2015","ODI # 3661","Tamim Iqbal",56194
"9015","0","0","13","0.00","0","0","v South Africa","Dhaka","10 Jul 2015","ODI # 3663","Tamim Iqbal",56194
"9016","5","5","7","71.42","1","0","v South Africa","Dhaka","12 Jul 2015","ODI # 3666","Tamim Iqbal",56194
"9017","61*","61","77","79.22","7","0","v South Africa","Chattogram","15 Jul 2015","ODI # 3668","Tamim Iqbal",56194
"9018","40","40","68","58.82","3","2","v Zimbabwe","Dhaka","7 Nov 2015","ODI # 3703","Tamim Iqbal",56194
"9019","19","19","25","76.00","3","0","v Zimbabwe","Dhaka","9 Nov 2015","ODI # 3705","Tamim Iqbal",56194
"9020","73","73","98","74.48","7","1","v Zimbabwe","Dhaka","11 Nov 2015","ODI # 3706","Tamim Iqbal",56194
"9021","80","80","98","81.63","9","0","v Afghanistan","Dhaka","25 Sep 2016","ODI # 3781","Tamim Iqbal",56194
"9022","20","20","36","55.55","3","0","v Afghanistan","Dhaka","28 Sep 2016","ODI # 3783","Tamim Iqbal",56194
"9023","118","118","118","100.00","11","2","v Afghanistan","Dhaka","1 Oct 2016","ODI # 3786","Tamim Iqbal",56194
"9024","17","17","31","54.83","2","0","v England","Dhaka","7 Oct 2016","ODI # 3791","Tamim Iqbal",56194
"9025","14","14","31","45.16","1","0","v England","Dhaka","9 Oct 2016","ODI # 3793","Tamim Iqbal",56194
"9026","45","45","68","66.17","5","0","v England","Chattogram","12 Oct 2016","ODI # 3794","Tamim Iqbal",56194
"9027","38","38","59","64.40","5","0","v New Zealand","Christchurch","26 Dec 2016","ODI # 3814","Tamim Iqbal",56194
"9028","16","16","23","69.56","3","0","v New Zealand","Nelson","29 Dec 2016","ODI # 3815","Tamim Iqbal",56194
"9029","59","59","88","67.04","5","0","v New Zealand","Nelson","31 Dec 2016","ODI # 3816","Tamim Iqbal",56194
"9030","127","127","142","89.43","15","1","v Sri Lanka","Dambulla","25 Mar 2017","ODI # 3855","Tamim Iqbal",56194
"9031","TDNB","-","-","-","-","-","v Sri Lanka","Dambulla","28 Mar 2017","ODI # 3856","Tamim Iqbal",56194
"9032","4","4","6","66.66","1","0","v Sri Lanka","Colombo (SSC)","1 Apr 2017","ODI # 3858","Tamim Iqbal",56194
"9033","64*","64","88","72.72","8","0","v Ireland","Dublin (Malahide)","12 May 2017","ODI # 3866","Tamim Iqbal",56194
"9034","23","23","42","54.76","3","0","v New Zealand","Dublin","17 May 2017","ODI # 3868","Tamim Iqbal",56194
"9035","47","47","54","87.03","6","0","v Ireland","Dublin (Malahide)","19 May 2017","ODI # 3869","Tamim Iqbal",56194
"9036","65","65","80","81.25","6","1","v New Zealand","Dublin","24 May 2017","ODI # 3871","Tamim Iqbal",56194
"9037","128","128","142","90.14","12","3","v England","The Oval","1 Jun 2017","ODI # 3875","Tamim Iqbal",56194
"9038","95","95","114","83.33","6","3","v Australia","The Oval","5 Jun 2017","ODI # 3879","Tamim Iqbal",56194
